"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"BP"	"GO:0051171"	"regulation of nitrogen compound metabolic process"	"28/247"	"254/2736"	0.147090118477587	0.970419689985469	0.970419689985469	"sfsA/cdaR/iraP/phoB/ybaO/aes/allR/fur/cspD/ftsK/rmf/cheW/yjgJ/marR/tus/rplT/infC/flgM/sbmC/alaS/norR/arfA/gntR/xylR/torR/asnC/fabR/pepA"	28
"MF"	"GO:0016787"	"hydrolase activity"	"46/247"	"440/2736"	0.147303538199918	0.970419689985469	0.970419689985469	"rihC/yadE/degP/map/metN/aes/ylbA/fes/entB/dacA/nagA/ftsK/znuC/rnd/yciA/astB/xthA/nagZ/pyrC/wzb/pbpG/yeiG/nfo/yeiR/rtn/yfcE/yfhB/era/clpB/ffh/alaS/cas1/mazG/recC/zapE/ugpC/yhjH/atpE/ravA/rbsD/yjcC/groL/mgtA/pepA/iadA/yjjX"	46
"MF"	"GO:0000049"	"tRNA binding"	"3/247"	"15/2736"	0.147412023689137	0.970419689985469	0.970419689985469	"yaeB/infC/arfA"	3
"BP"	"GO:0009409"	"response to cold"	"3/247"	"15/2736"	0.147412023689137	0.970419689985469	0.970419689985469	"cspD/cspG/infC"	3
"BP"	"GO:0097164"	"ammonium ion metabolic process"	"3/247"	"15/2736"	0.147412023689137	0.970419689985469	0.970419689985469	"fixB/fixC/speE"	3
"BP"	"GO:0006525"	"arginine metabolic process"	"4/247"	"23/2736"	0.147592258639358	0.970419689985469	0.970419689985469	"carA/astB/argA/argI"	4
"BP"	"GO:0015749"	"monosaccharide transmembrane transport"	"4/247"	"23/2736"	0.147592258639358	0.970419689985469	0.970419689985469	"manY/fruB/rbsD/lsrC"	4
"BP"	"GO:0055076"	"transition metal ion homeostasis"	"4/247"	"23/2736"	0.147592258639358	0.970419689985469	0.970419689985469	"ybbL/fepD/cutC/fhuF"	4
"BP"	"GO:0022900"	"electron transport chain"	"7/247"	"49/2736"	0.147848768537358	0.970419689985469	0.970419689985469	"fixB/cyoA/dmsA/hyaB/hyaA/torC/frdB"	7
"CC"	"GO:0140535"	"intracellular protein-containing complex"	"7/247"	"49/2736"	0.147848768537358	0.970419689985469	0.970419689985469	"dnaE/eutB/cysJ/recC/xerC/groS/groL"	7
"BP"	"GO:0097659"	"nucleic acid-templated transcription"	"25/247"	"224/2736"	0.149184643179468	0.970419689985469	0.970419689985469	"sfsA/cdaR/yafC/iraP/phoB/ybaO/aes/allR/fur/cspD/ftsK/yjgJ/ykgA/ydcR/marR/rplT/flgM/alaS/norR/gntR/xylR/torR/asnC/fabR/pepA"	25
"BP"	"GO:0051254"	"positive regulation of RNA metabolic process"	"9/247"	"68/2736"	0.155034212461073	0.970419689985469	0.970419689985469	"sfsA/cdaR/iraP/ybaO/fur/ftsK/norR/gntR/asnC"	9
"MF"	"GO:0043021"	"ribonucleoprotein complex binding"	"5/247"	"32/2736"	0.156478469307117	0.970419689985469	0.970419689985469	"frr/rmf/infC/era/arfA"	5
"BP"	"GO:0031325"	"positive regulation of cellular metabolic process"	"11/247"	"87/2736"	0.156520226008448	0.970419689985469	0.970419689985469	"sfsA/cdaR/iraP/ybaO/fur/ftsK/cheW/infC/norR/gntR/asnC"	11
"MF"	"GO:0043169"	"cation binding"	"34/247"	"318/2736"	0.159091439908368	0.970419689985469	0.970419689985469	"araD/cueO/fhuA/erpA/map/uppS/aroL/gcl/ylbA/entB/nagA/fur/sucA/hyaB/acnA/rspA/sufA/pyrC/yeiR/rhmA/yfcE/alaS/norR/casA/gudD/rplB/rpe/rtcB/pyrE/torA/zraP/groS/groL/iadA"	34
"BP"	"GO:0016999"	"antibiotic metabolic process"	"7/247"	"50/2736"	0.159535284419713	0.970419689985469	0.970419689985469	"fes/entB/nagA/sucA/acnA/yeiG/katG"	7
"BP"	"GO:0051716"	"cellular response to stimulus"	"35/247"	"329/2736"	0.162184444553115	0.970419689985469	0.970419689985469	"rihC/iraP/allR/entS/hcp/ybjX/ftsK/rmf/sulA/uvrY/cheW/proQ/marR/xthA/yeaG/purB/cobU/sbmC/yeiG/nfo/eutN/bcp/purN/norW/cas1/mazG/recC/yhbO/rtcB/asd/gntR/dctA/torR/asnA/katG"	35
"BP"	"GO:0043933"	"protein-containing complex organization"	"19/247"	"166/2736"	0.162394604193598	0.970419689985469	0.970419689985469	"frr/phoB/ybaO/maa/nagA/sulA/prmC/rplT/infC/yeiG/lysP/yfcE/norR/rplQ/rpmC/rplB/nrfG/pepA/dnaT"	19
"BP"	"GO:0006875"	"cellular metal ion homeostasis"	"4/247"	"24/2736"	0.16532661555874	0.970419689985469	0.970419689985469	"ybbL/fepD/cutC/fhuF"	4
"BP"	"GO:0044419"	"biological process involved in interspecies interaction between organisms"	"4/247"	"24/2736"	0.16532661555874	0.970419689985469	0.970419689985469	"casA/recC/groS/groL"	4
"BP"	"GO:0097237"	"cellular response to toxic substance"	"4/247"	"24/2736"	0.16532661555874	0.970419689985469	0.970419689985469	"hcp/yeiG/bcp/katG"	4
"BP"	"GO:0010604"	"positive regulation of macromolecule metabolic process"	"11/247"	"88/2736"	0.165427828539815	0.970419689985469	0.970419689985469	"sfsA/cdaR/iraP/ybaO/fur/ftsK/cheW/infC/norR/gntR/asnC"	11
"MF"	"GO:0042802"	"identical protein binding"	"38/247"	"361/2736"	0.166133974968137	0.970419689985469	0.970419689985469	"clcA/degP/pyrH/skp/fabZ/tilS/cutF/phoB/maa/allR/gcl/entB/sucA/moeA/macA/ftsK/pdxH/yeiG/lysP/yfcE/clpB/alaS/norR/cas1/yhbO/uspA/ibpA/torD/asnA/ravA/rbsD/yihS/yihU/katG/groS/groL/iadA/dnaT"	38
"BP"	"GO:0006351"	"DNA-templated transcription"	"24/247"	"217/2736"	0.166484255066315	0.970419689985469	0.970419689985469	"sfsA/cdaR/yafC/iraP/phoB/ybaO/aes/allR/fur/cspD/ftsK/yjgJ/ykgA/ydcR/marR/rplT/alaS/norR/gntR/xylR/torR/asnC/fabR/pepA"	24
"BP"	"GO:0015850"	"organic hydroxy compound transport"	"3/247"	"16/2736"	0.170001438216424	0.970419689985469	0.970419689985469	"fepD/entS/gatC"	3
"MF"	"GO:0016209"	"antioxidant activity"	"3/247"	"16/2736"	0.170001438216424	0.970419689985469	0.970419689985469	"hcp/bcp/katG"	3
"BP"	"GO:0044089"	"positive regulation of cellular component biogenesis"	"3/247"	"16/2736"	0.170001438216424	0.970419689985469	0.970419689985469	"ybaO/infC/norR"	3
"MF"	"GO:0050661"	"NADP binding"	"3/247"	"16/2736"	0.170001438216424	0.970419689985469	0.970419689985469	"yjgI/pntB/cysJ"	3
"BP"	"GO:0032774"	"RNA biosynthetic process"	"25/247"	"228/2736"	0.171273926739076	0.970419689985469	0.970419689985469	"sfsA/cdaR/yafC/iraP/phoB/ybaO/aes/allR/fur/cspD/ftsK/yjgJ/ykgA/ydcR/marR/rplT/flgM/alaS/norR/gntR/xylR/torR/asnC/fabR/pepA"	25
"MF"	"GO:0015078"	"proton transmembrane transporter activity"	"6/247"	"42/2736"	0.173000817781088	0.970419689985469	0.970419689985469	"clcA/cyoA/nupC/alaE/dctA/atpE"	6
"BP"	"GO:0045935"	"positive regulation of nucleobase-containing compound metabolic process"	"9/247"	"70/2736"	0.175509367898199	0.970419689985469	0.970419689985469	"sfsA/cdaR/iraP/ybaO/fur/ftsK/norR/gntR/asnC"	9
"MF"	"GO:0015075"	"ion transmembrane transporter activity"	"17/247"	"148/2736"	0.17562020201865	0.970419689985469	0.970419689985469	"thiP/clcA/metN/cyoA/glnP/rhtA/ybjE/znuC/sapC/leuE/lysP/nupC/alaE/ugpC/dctA/atpE/mgtA"	17
"BP"	"GO:0015711"	"organic anion transport"	"12/247"	"99/2736"	0.177550996046073	0.970419689985469	0.970419689985469	"metN/fepD/entS/glnP/rhtA/ybjE/proQ/leuE/lysP/alaE/ugpC/dctA"	12
"BP"	"GO:0080090"	"regulation of primary metabolic process"	"28/247"	"260/2736"	0.178550491174753	0.970419689985469	0.970419689985469	"sfsA/cdaR/iraP/phoB/ybaO/aes/allR/fur/cspD/ftsK/rmf/cheW/yjgJ/marR/tus/rplT/infC/flgM/sbmC/alaS/norR/arfA/gntR/xylR/torR/asnC/fabR/pepA"	28
"BP"	"GO:0051252"	"regulation of RNA metabolic process"	"22/247"	"199/2736"	0.180334580400778	0.970419689985469	0.970419689985469	"sfsA/cdaR/iraP/phoB/ybaO/aes/allR/fur/cspD/ftsK/yjgJ/marR/rplT/flgM/alaS/norR/gntR/xylR/torR/asnC/fabR/pepA"	22
"BP"	"GO:0051649"	"establishment of localization in cell"	"4/247"	"25/2736"	0.183778418017211	0.970419689985469	0.970419689985469	"fepD/cheW/ffh/fhuF"	4
"BP"	"GO:0055065"	"metal ion homeostasis"	"4/247"	"25/2736"	0.183778418017211	0.970419689985469	0.970419689985469	"ybbL/fepD/cutC/fhuF"	4
"BP"	"GO:0031323"	"regulation of cellular metabolic process"	"28/247"	"261/2736"	0.184129180075211	0.970419689985469	0.970419689985469	"sfsA/cdaR/iraP/phoB/ybaO/aes/allR/fur/cspD/ftsK/rmf/cheW/yjgJ/marR/tus/rplT/infC/flgM/sbmC/alaS/norR/arfA/gntR/xylR/torR/asnC/fabR/pepA"	28
"BP"	"GO:0015980"	"energy derivation by oxidation of organic compounds"	"12/247"	"100/2736"	0.186528039630864	0.970419689985469	0.970419689985469	"erpA/cyoA/sucA/dmsA/hyaC/hyaB/hyaA/acnA/ackA/torA/torC/frdB"	12
"BP"	"GO:0016054"	"organic acid catabolic process"	"12/247"	"100/2736"	0.186528039630864	0.970419689985469	0.970419689985469	"fixB/fadE/ybaO/gcl/nagA/pflB/astB/gudD/gcvH/ackA/yihS/yihU"	12
"BP"	"GO:0065007"	"biological regulation"	"47/247"	"460/2736"	0.186576913841124	0.970419689985469	0.970419689985469	"sfsA/cdaR/skp/cutF/iraP/phoB/ybaO/hha/aes/ybbL/allR/fepD/dacA/fur/hcp/cspD/ftsK/rmf/sulA/yedQ/uvrY/cheW/cutC/proQ/prmC/yjgJ/marR/tus/mliC/rplT/infC/flgM/sbmC/alaS/norR/norW/nlpD/gcvH/arfA/gntR/yhjH/xylR/torR/asnC/fabR/pepA/fhuF"	47
"BP"	"GO:0032268"	"regulation of cellular protein metabolic process"	"6/247"	"43/2736"	0.186919672332615	0.970419689985469	0.970419689985469	"rmf/cheW/rplT/infC/flgM/arfA"	6
"BP"	"GO:0006974"	"cellular response to DNA damage stimulus"	"21/247"	"190/2736"	0.187756967684246	0.970419689985469	0.970419689985469	"rihC/allR/entS/ybjX/sulA/proQ/xthA/purB/cobU/sbmC/nfo/eutN/purN/cas1/recC/yhbO/rtcB/asd/gntR/dctA/asnA"	21
"MF"	"GO:0003729"	"mRNA binding"	"3/247"	"17/2736"	0.193502022405315	0.970419689985469	0.970419689985469	"proQ/acnA/rplT"	3
"MF"	"GO:0016857"	"racemase and epimerase activity, acting on carbohydrates and derivatives"	"3/247"	"17/2736"	0.193502022405315	0.970419689985469	0.970419689985469	"araD/nanM/rpe"	3
"BP"	"GO:0051052"	"regulation of DNA metabolic process"	"3/247"	"17/2736"	0.193502022405315	0.970419689985469	0.970419689985469	"cspD/tus/sbmC"	3
"BP"	"GO:0051130"	"positive regulation of cellular component organization"	"3/247"	"17/2736"	0.193502022405315	0.970419689985469	0.970419689985469	"ybaO/infC/norR"	3
"BP"	"GO:0098869"	"cellular oxidant detoxification"	"3/247"	"17/2736"	0.193502022405315	0.970419689985469	0.970419689985469	"hcp/bcp/katG"	3
"BP"	"GO:0009893"	"positive regulation of metabolic process"	"11/247"	"92/2736"	0.20344815176662	0.970419689985469	0.970419689985469	"sfsA/cdaR/iraP/ybaO/fur/ftsK/cheW/infC/norR/gntR/asnC"	11
"BP"	"GO:0033554"	"cellular response to stress"	"27/247"	"254/2736"	0.203495273209895	0.970419689985469	0.970419689985469	"rihC/iraP/allR/entS/ybjX/rmf/sulA/proQ/xthA/yeaG/purB/cobU/sbmC/nfo/eutN/purN/norW/cas1/mazG/recC/yhbO/rtcB/asd/gntR/dctA/asnA/katG"	27
"CC"	"GO:0015934"	"large ribosomal subunit"	"5/247"	"35/2736"	0.203847877688025	0.970419689985469	0.970419689985469	"rplT/rpmI/rplQ/rpmC/rplB"	5
"CC"	"GO:0022625"	"cytosolic large ribosomal subunit"	"5/247"	"35/2736"	0.203847877688025	0.970419689985469	0.970419689985469	"rplT/rpmI/rplQ/rpmC/rplB"	5
"MF"	"GO:0044877"	"protein-containing complex binding"	"5/247"	"35/2736"	0.203847877688025	0.970419689985469	0.970419689985469	"frr/rmf/infC/era/arfA"	5
"MF"	"GO:0016887"	"ATP hydrolysis activity"	"12/247"	"102/2736"	0.205106120439112	0.970419689985469	0.970419689985469	"metN/ftsK/znuC/clpB/recC/zapE/ugpC/atpE/ravA/rbsD/groL/mgtA"	12
"BP"	"GO:1901575"	"organic substance catabolic process"	"30/247"	"286/2736"	0.208646710337643	0.970419689985469	0.970419689985469	"rihC/fixB/araD/degP/dkgB/fadE/iraP/ybaO/gcl/fes/nagA/pflB/ykgA/rspA/astB/yeaE/yeiG/mazG/gudD/gcvH/dkgA/ackA/yhbO/rpe/hofP/xylB/rbsD/yihS/yihU/pepA"	30
"MF"	"GO:0016835"	"carbon-oxygen lyase activity"	"7/247"	"54/2736"	0.210148281095323	0.970419689985469	0.970419689985469	"fabZ/acnA/ykgA/rspA/pheA/gudD/yhbO"	7
"BP"	"GO:0098657"	"import into cell"	"7/247"	"54/2736"	0.210148281095323	0.970419689985469	0.970419689985469	"fepD/proQ/manY/sgcB/fruB/gatC/fhuF"	7
"MF"	"GO:0016462"	"pyrophosphatase activity"	"17/247"	"153/2736"	0.213439528517528	0.970419689985469	0.970419689985469	"metN/ftsK/znuC/yeiR/era/clpB/ffh/mazG/recC/zapE/ugpC/atpE/ravA/rbsD/groL/mgtA/yjjX"	17
"BP"	"GO:0006631"	"fatty acid metabolic process"	"6/247"	"45/2736"	0.215991325688968	0.970419689985469	0.970419689985469	"fixB/fabZ/fadE/yciA/acnA/fabF"	6
"MF"	"GO:0003924"	"GTPase activity"	"3/247"	"18/2736"	0.217745913045198	0.970419689985469	0.970419689985469	"yeiR/era/ffh"	3
"BP"	"GO:0009112"	"nucleobase metabolic process"	"3/247"	"18/2736"	0.217745913045198	0.970419689985469	0.970419689985469	"carA/pyrC/pyrE"	3
"MF"	"GO:0090079"	"translation regulator activity, nucleic acid binding"	"3/247"	"18/2736"	0.217745913045198	0.970419689985469	0.970419689985469	"rmf/rplT/infC"	3
"BP"	"GO:0044087"	"regulation of cellular component biogenesis"	"5/247"	"36/2736"	0.220610982527325	0.970419689985469	0.970419689985469	"phoB/ybaO/sulA/infC/norR"	5
"MF"	"GO:0016817"	"hydrolase activity, acting on acid anhydrides"	"17/247"	"154/2736"	0.221426889302588	0.970419689985469	0.970419689985469	"metN/ftsK/znuC/yeiR/era/clpB/ffh/mazG/recC/zapE/ugpC/atpE/ravA/rbsD/groL/mgtA/yjjX"	17
"MF"	"GO:0016818"	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	"17/247"	"154/2736"	0.221426889302588	0.970419689985469	0.970419689985469	"metN/ftsK/znuC/yeiR/era/clpB/ffh/mazG/recC/zapE/ugpC/atpE/ravA/rbsD/groL/mgtA/yjjX"	17
"BP"	"GO:0000027"	"ribosomal large subunit assembly"	"4/247"	"27/2736"	0.222510337617457	0.970419689985469	0.970419689985469	"rplT/rplQ/rpmC/rplB"	4
"BP"	"GO:0042273"	"ribosomal large subunit biogenesis"	"4/247"	"27/2736"	0.222510337617457	0.970419689985469	0.970419689985469	"rplT/rplQ/rpmC/rplB"	4
"BP"	"GO:0044092"	"negative regulation of molecular function"	"4/247"	"27/2736"	0.222510337617457	0.970419689985469	0.970419689985469	"aes/sulA/mliC/sbmC"	4
"MF"	"GO:0016301"	"kinase activity"	"12/247"	"104/2736"	0.224467986815411	0.970419689985469	0.970419689985469	"coaE/pyrH/aroL/gsk/yeaG/thiK/cobU/ndk/ackA/xylB/lsrK/lysC"	12
"BP"	"GO:0006820"	"anion transport"	"13/247"	"114/2736"	0.22458166673875	0.970419689985469	0.970419689985469	"clcA/metN/fepD/entS/glnP/rhtA/ybjE/proQ/leuE/lysP/alaE/ugpC/dctA"	13
"BP"	"GO:0009164"	"nucleoside catabolic process"	"2/247"	"10/2736"	0.226374138596295	0.970419689985469	0.970419689985469	"rihC/mazG"	2
"BP"	"GO:0015891"	"siderophore transport"	"2/247"	"10/2736"	0.226374138596295	0.970419689985469	0.970419689985469	"fepD/entS"	2
"MF"	"GO:0016790"	"thiolester hydrolase activity"	"2/247"	"10/2736"	0.226374138596295	0.970419689985469	0.970419689985469	"yciA/yeiG"	2
"BP"	"GO:0034656"	"nucleobase-containing small molecule catabolic process"	"2/247"	"10/2736"	0.226374138596295	0.970419689985469	0.970419689985469	"rihC/mazG"	2
"MF"	"GO:0043023"	"ribosomal large subunit binding"	"2/247"	"10/2736"	0.226374138596295	0.970419689985469	0.970419689985469	"frr/arfA"	2
"BP"	"GO:0061727"	"methylglyoxal catabolic process to lactate"	"2/247"	"10/2736"	0.226374138596295	0.970419689985469	0.970419689985469	"ykgA/yhbO"	2
"BP"	"GO:1901658"	"glycosyl compound catabolic process"	"2/247"	"10/2736"	0.226374138596295	0.970419689985469	0.970419689985469	"rihC/mazG"	2
"BP"	"GO:1902600"	"proton transmembrane transport"	"6/247"	"46/2736"	0.231079396103264	0.970419689985469	0.970419689985469	"clcA/cyoA/nupC/alaE/dctA/atpE"	6
"BP"	"GO:0009117"	"nucleotide metabolic process"	"14/247"	"125/2736"	0.233355301496783	0.970419689985469	0.970419689985469	"carA/coaE/pyrH/cdsA/cyoA/moeA/yciA/pntB/pyrC/ndk/mazG/rpe/pyrE/atpE"	14
"BP"	"GO:0042221"	"response to chemical"	"29/247"	"280/2736"	0.235415446212727	0.970419689985469	0.970419689985469	"thiP/cueO/metN/ybaO/ykgI/entS/tolQ/rhtA/hcp/ybjE/macA/ftsK/cheW/cutC/proQ/marR/gst/pbpG/yeiG/bcp/clpB/norW/nlpD/yghW/dctA/asnC/yihU/katG/groS"	29
"BP"	"GO:0010608"	"post-transcriptional regulation of gene expression"	"5/247"	"37/2736"	0.237779195733576	0.970419689985469	0.970419689985469	"rmf/proQ/rplT/infC/arfA"	5
"BP"	"GO:0034220"	"ion transmembrane transport"	"19/247"	"177/2736"	0.241678404846179	0.970419689985469	0.970419689985469	"thiP/clcA/metN/cyoA/fepD/glnP/rhtA/ybjE/znuC/proQ/sapC/leuE/lysP/nupC/alaE/ugpC/dctA/atpE/mgtA"	19
"MF"	"GO:0008289"	"lipid binding"	"3/247"	"19/2736"	0.242571817616005	0.970419689985469	0.970419689985469	"skp/lpxB/gcvH"	3
"MF"	"GO:0016832"	"aldehyde-lyase activity"	"3/247"	"19/2736"	0.242571817616005	0.970419689985469	0.970419689985469	"araD/rhmA/gatY"	3
"BP"	"GO:0006753"	"nucleoside phosphate metabolic process"	"14/247"	"126/2736"	0.242610223129745	0.970419689985469	0.970419689985469	"carA/coaE/pyrH/cdsA/cyoA/moeA/yciA/pntB/pyrC/ndk/mazG/rpe/pyrE/atpE"	14
"BP"	"GO:0006457"	"protein folding"	"4/247"	"28/2736"	0.242626897870165	0.970419689985469	0.970419689985469	"degP/skp/groS/groL"	4
"BP"	"GO:0015804"	"neutral amino acid transport"	"4/247"	"28/2736"	0.242626897870165	0.970419689985469	0.970419689985469	"rhtA/proQ/leuE/alaE"	4
"BP"	"GO:0042594"	"response to starvation"	"4/247"	"28/2736"	0.242626897870165	0.970419689985469	0.970419689985469	"iraP/cspD/yeaG/mazG"	4
"BP"	"GO:0051248"	"negative regulation of protein metabolic process"	"4/247"	"28/2736"	0.242626897870165	0.970419689985469	0.970419689985469	"iraP/rmf/rplT/flgM"	4
"MF"	"GO:1901681"	"sulfur compound binding"	"4/247"	"28/2736"	0.242626897870165	0.970419689985469	0.970419689985469	"gcl/dacA/sucA/gcvH"	4
"MF"	"GO:0140110"	"transcription regulator activity"	"13/247"	"116/2736"	0.2437530563442	0.970419689985469	0.970419689985469	"cdaR/iraP/ybaO/allR/fur/yjgJ/flgM/alaS/norR/xylR/asnC/fabR/pepA"	13
"BP"	"GO:0042180"	"cellular ketone metabolic process"	"6/247"	"47/2736"	0.246490870257333	0.970419689985469	0.970419689985469	"dkgB/ykgA/yeaE/dkgA/yhbO/yihS"	6
"MF"	"GO:0051536"	"iron-sulfur cluster binding"	"8/247"	"67/2736"	0.254372695747833	0.970419689985469	0.970419689985469	"erpA/dmsA/hyaA/acnA/sufA/bfd/frdB/fhuF"	8
"MF"	"GO:0051540"	"metal cluster binding"	"8/247"	"67/2736"	0.254372695747833	0.970419689985469	0.970419689985469	"erpA/dmsA/hyaA/acnA/sufA/bfd/frdB/fhuF"	8
"BP"	"GO:0050794"	"regulation of cellular process"	"36/247"	"357/2736"	0.254841941583371	0.970419689985469	0.970419689985469	"sfsA/cdaR/cutF/iraP/phoB/ybaO/hha/aes/allR/dacA/fur/cspD/ftsK/rmf/sulA/yedQ/uvrY/cheW/proQ/yjgJ/marR/tus/rplT/infC/flgM/sbmC/alaS/norR/arfA/gntR/yhjH/xylR/torR/asnC/fabR/pepA"	36
"BP"	"GO:0006260"	"DNA replication"	"5/247"	"38/2736"	0.255302465792823	0.970419689985469	0.970419689985469	"dnaE/cspD/tus/sbmC/dnaT"	5
"BP"	"GO:0019693"	"ribose phosphate metabolic process"	"10/247"	"87/2736"	0.256082416327401	0.970419689985469	0.970419689985469	"carA/coaE/cyoA/moeA/yciA/pyrC/mazG/rpe/pyrE/atpE"	10
"BP"	"GO:0065003"	"protein-containing complex assembly"	"16/247"	"148/2736"	0.257065127461791	0.970419689985469	0.970419689985469	"phoB/ybaO/maa/nagA/sulA/rplT/infC/yeiG/lysP/yfcE/norR/rplQ/rpmC/rplB/nrfG/dnaT"	16
"BP"	"GO:0006091"	"generation of precursor metabolites and energy"	"15/247"	"138/2736"	0.259372924454109	0.970419689985469	0.970419689985469	"fixB/erpA/cyoA/sucA/dmsA/hyaC/hyaB/hyaA/acnA/pntB/ackA/rpe/torA/torC/frdB"	15
"MF"	"GO:0005515"	"protein binding"	"41/247"	"411/2736"	0.259581520900735	0.970419689985469	0.970419689985469	"fhuA/clcA/degP/pyrH/skp/fabZ/tilS/cutF/phoB/maa/allR/gcl/entB/sucA/moeA/macA/ftsK/cheW/pdxH/sbmC/yeiG/lysP/yfcE/clpB/alaS/norR/cas1/yhbO/uspA/ibpA/torD/asnA/ravA/rbsD/yihS/yihU/katG/groS/groL/iadA/dnaT"	41
"MF"	"GO:0005451"	"monovalent cation:proton antiporter activity"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"clcA/alaE"	2
"BP"	"GO:0006566"	"threonine metabolic process"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"pflB/ackA"	2
"BP"	"GO:0006740"	"NADPH regeneration"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"pntB/rpe"	2
"MF"	"GO:0015299"	"solute:proton antiporter activity"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"clcA/alaE"	2
"MF"	"GO:0016671"	"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"bcp/msrA"	2
"MF"	"GO:0016774"	"phosphotransferase activity, carboxyl group as acceptor"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"ackA/lysC"	2
"MF"	"GO:0016893"	"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"nfo/cas1"	2
"MF"	"GO:0019205"	"nucleobase-containing compound kinase activity"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"pyrH/ndk"	2
"BP"	"GO:0030091"	"protein repair"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"yhbO/msrA"	2
"BP"	"GO:0033212"	"iron import into cell"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"fepD/fhuF"	2
"BP"	"GO:0045017"	"glycerolipid biosynthetic process"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"cdsA/yfhB"	2
"BP"	"GO:0046474"	"glycerophospholipid biosynthetic process"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"cdsA/yfhB"	2
"BP"	"GO:0051189"	"prosthetic group metabolic process"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"citG/moeA"	2
"BP"	"GO:1901334"	"lactone metabolic process"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"fes/entB"	2
"BP"	"GO:1901616"	"organic hydroxy compound catabolic process"	"2/247"	"11/2736"	0.261210435972561	0.970419689985469	0.970419689985469	"gcl/fes"	2
"MF"	"GO:0042626"	"ATPase-coupled transmembrane transporter activity"	"6/247"	"48/2736"	0.262191365841374	0.970419689985469	0.970419689985469	"metN/znuC/ugpC/atpE/rbsD/mgtA"	6
"BP"	"GO:0019637"	"organophosphate metabolic process"	"20/247"	"190/2736"	0.262695042522125	0.970419689985469	0.970419689985469	"carA/araD/coaE/pyrH/cdsA/lpxB/cyoA/moeA/yciA/pntB/pdxH/pyrC/pdxB/ndk/yfhB/mazG/rpe/pyrE/atpE/yihS"	20
"BP"	"GO:0015695"	"organic cation transport"	"4/247"	"29/2736"	0.263135686476397	0.970419689985469	0.970419689985469	"thiP/potH/sapC/yehW"	4
"BP"	"GO:0030003"	"cellular cation homeostasis"	"4/247"	"29/2736"	0.263135686476397	0.970419689985469	0.970419689985469	"ybbL/fepD/cutC/fhuF"	4
"BP"	"GO:0071702"	"organic substance transport"	"28/247"	"274/2736"	0.264599096429187	0.970419689985469	0.970419689985469	"thiP/metN/fepD/entS/tolQ/glnP/rhtA/potH/ybjE/proQ/manY/sapC/sgcB/leuE/yehW/lysP/fruB/setB/nupC/ffh/alaE/gatC/ugpC/yhjD/dctA/yiaM/rbsD/lsrC"	28
"BP"	"GO:0008643"	"carbohydrate transport"	"8/247"	"68/2736"	0.267617826852735	0.970419689985469	0.970419689985469	"manY/sgcB/fruB/setB/gatC/yiaM/rbsD/lsrC"	8
"BP"	"GO:0006879"	"cellular iron ion homeostasis"	"3/247"	"20/2736"	0.267826635387953	0.970419689985469	0.970419689985469	"ybbL/fepD/fhuF"	3
"MF"	"GO:0045182"	"translation regulator activity"	"3/247"	"20/2736"	0.267826635387953	0.970419689985469	0.970419689985469	"rmf/rplT/infC"	3
"BP"	"GO:0055072"	"iron ion homeostasis"	"3/247"	"20/2736"	0.267826635387953	0.970419689985469	0.970419689985469	"ybbL/fepD/fhuF"	3
"BP"	"GO:0009259"	"ribonucleotide metabolic process"	"9/247"	"79/2736"	0.280632574234539	0.970419689985469	0.970419689985469	"carA/coaE/cyoA/moeA/yciA/pyrC/mazG/pyrE/atpE"	9
"BP"	"GO:0015849"	"organic acid transport"	"9/247"	"79/2736"	0.280632574234539	0.970419689985469	0.970419689985469	"metN/glnP/rhtA/ybjE/proQ/leuE/lysP/alaE/dctA"	9
"BP"	"GO:0046942"	"carboxylic acid transport"	"9/247"	"79/2736"	0.280632574234539	0.970419689985469	0.970419689985469	"metN/glnP/rhtA/ybjE/proQ/leuE/lysP/alaE/dctA"	9
