GID,CHROMOSOME
SEN_RS19420,1
SEN_RS10445,1
SEN_RS21355,1
SEN_RS08555,1
SEN_RS13635,1
SEN_RS16495,1
SEN_RS19875,1
SEN_RS11415,1
SEN_RS02970,1
SEN_RS21840,1
SEN_RS05460,1
SEN_RS02535,1
SEN_RS03880,1
SEN_RS07480,1
SEN_RS03145,1
SEN_RS00530,1
SEN_RS24915,1
SEN_RS02030,1
SEN_RS08260,1
SEN_RS24755,1
SEN_RS06435,1
SEN_RS12295,1
SEN_RS14590,1
SEN_RS10450,1
SEN_RS18060,1
SEN_RS13640,1
SEN_RS08560,1
SEN_RS07010,1
SEN_RS01045,1
SEN_RS07275,1
SEN_RS11420,1
SEN_RS24890,1
SEN_RS06755,1
SEN_RS06145,1
SEN_RS09560,1
SEN_RS03390,1
SEN_RS19010,1
SEN_RS20560,1
SEN_RS15690,1
SEN_RS15010,1
SEN_RS15220,1
SEN_RS05885,1
SEN_RS14595,1
SEN_RS19240,1
SEN_RS08565,1
SEN_RS13645,1
SEN_RS16085,1
SEN_RS15410,1
SEN_RS21675,1
SEN_RS11425,1
SEN_RS23605,1
SEN_RS02540,1
SEN_RS03885,1
SEN_RS24815,1
SEN_RS18820,1
SEN_RS00535,1
SEN_RS02035,1
SEN_RS12300,1
SEN_RS10455,1
SEN_RS08570,1
SEN_RS00270,1
SEN_RS01050,1
SEN_RS20840,1
SEN_RS17840,1
SEN_RS11430,1
SEN_RS16905,1
SEN_RS03305,1
SEN_RS06295,1
SEN_RS03395,1
SEN_RS04990,1
SEN_RS18515,1
SEN_RS22750,1
SEN_RS16980,1
SEN_RS00545,1
SEN_RS19280,1
SEN_RS19015,1
SEN_RS09565,1
SEN_RS04260,1
SEN_RS06600,1
SEN_RS04475,1
SEN_RS14600,1
SEN_RS23660,1
SEN_RS08575,1
SEN_RS22135,1
SEN_RS05465,1
SEN_RS22440,1
SEN_RS15475,1
SEN_RS11435,1
SEN_RS18030,1
SEN_RS21210,1
SEN_RS05770,1
SEN_RS02545,1
SEN_RS03890,1
SEN_RS21950,1
SEN_RS01855,1
SEN_RS00540,1
SEN_RS19470,1
SEN_RS00365,1
SEN_RS21530,1
SEN_RS02040,1
SEN_RS17200,1
SEN_RS15865,1
SEN_RS12305,1
SEN_RS14605,1
SEN_RS07540,1
SEN_RS20140,1
SEN_RS07015,1
SEN_RS08580,1
SEN_RS13655,1
SEN_RS01055,1
SEN_RS24300,1
SEN_RS11440,1
SEN_RS20565,1
SEN_RS05995,1
SEN_RS17460,1
SEN_RS06150,1
SEN_RS08160,1
SEN_RS03400,1
SEN_RS19020,1
SEN_RS09570,1
SEN_RS15015,1
SEN_RS00130,1
SEN_RS16615,1
SEN_RS08585,1
SEN_RS13660,1
SEN_RS16090,1
SEN_RS22320,1
SEN_RS04680,1
SEN_RS04745,1
SEN_RS11445,1
SEN_RS02550,1
SEN_RS03895,1
SEN_RS18175,1
SEN_RS02045,1
SEN_RS05235,1
SEN_RS21075,1
SEN_RS18400,1
SEN_RS12310,1
SEN_RS14610,1
SEN_RS10460,1
SEN_RS20315,1
SEN_RS17610,1
SEN_RS08590,1
SEN_RS13665,1
SEN_RS01060,1
SEN_RS20845,1
SEN_RS11450,1
SEN_RS21495,1
SEN_RS17100,1
SEN_RS04995,1
SEN_RS16985,1
SEN_RS19285,1
SEN_RS03405,1
SEN_RS19025,1
SEN_RS09575,1
SEN_RS08020,1
SEN_RS04265,1
SEN_RS17355,1
SEN_RS04480,1
SEN_RS23735,1
SEN_RS21715,1
SEN_RS08595,1
SEN_RS13675,1
SEN_RS05470,1
SEN_RS21360,1
SEN_RS11455,1
SEN_RS02975,1
SEN_RS21845,1
SEN_RS03900,1
SEN_RS07485,1
SEN_RS22850,1
SEN_RS19475,1
SEN_RS00550,1
SEN_RS00505,1
SEN_RS02050,1
SEN_RS06440,1
SEN_RS12315,1
SEN_RS14615,1
SEN_RS08265,1
SEN_RS10475,1
SEN_RS13680,1
SEN_RS08600,1
SEN_RS07020,1
SEN_RS01065,1
SEN_RS07285,1
SEN_RS11460,1
SEN_RS22190,1
SEN_RS23935,1
SEN_RS15695,1
SEN_RS06760,1
SEN_RS06155,1
SEN_RS20570,1
SEN_RS03410,1
SEN_RS19030,1
SEN_RS09580,1
SEN_RS15020,1
SEN_RS16805,1
SEN_RS18270,1
SEN_RS15225,1
SEN_RS14620,1
SEN_RS08605,1
SEN_RS13685,1
SEN_RS16095,1
SEN_RS11465,1
SEN_RS12980,1
SEN_RS02560,1
SEN_RS03905,1
SEN_RS07630,1
SEN_RS02875,1
SEN_RS18825,1
SEN_RS00555,1
SEN_RS19760,1
SEN_RS05240,1
SEN_RS07855,1
SEN_RS12320,1
SEN_RS14625,1
SEN_RS16785,1
SEN_RS10490,1
SEN_RS17615,1
SEN_RS08610,1
SEN_RS13695,1
SEN_RS01070,1
SEN_RS20850,1
SEN_RS17845,1
SEN_RS11470,1
SEN_RS06300,1
SEN_RS05000,1
SEN_RS16990,1
SEN_RS19290,1
SEN_RS03415,1
SEN_RS19035,1
SEN_RS09585,1
SEN_RS12325,1
SEN_RS04270,1
SEN_RS02055,1
SEN_RS07925,1
SEN_RS04485,1
SEN_RS10495,1
SEN_RS06605,1
SEN_RS08615,1
SEN_RS13700,1
SEN_RS02565,1
SEN_RS22580,1
SEN_RS15480,1
SEN_RS11475,1
SEN_RS03910,1
SEN_RS21215,1
SEN_RS05775,1
SEN_RS21955,1
SEN_RS00560,1
SEN_RS19480,1
SEN_RS12330,1
SEN_RS17205,1
SEN_RS20145,1
SEN_RS14630,1
SEN_RS05645,1
SEN_RS10500,1
SEN_RS07025,1
SEN_RS08620,1
SEN_RS13705,1
SEN_RS18675,1
SEN_RS01075,1
SEN_RS15870,1
SEN_RS07290,1
SEN_RS11480,1
SEN_RS13895,1
SEN_RS21535,1
SEN_RS09590,1
SEN_RS12335,1
SEN_RS15025,1
SEN_RS02385,1
SEN_RS20575,1
SEN_RS16620,1
SEN_RS07730,1
SEN_RS10505,1
SEN_RS08625,1
SEN_RS13710,1
SEN_RS02570,1
SEN_RS23040,1
SEN_RS11485,1
SEN_RS03915,1
SEN_RS17510,1
SEN_RS00565,1
SEN_RS03420,1
SEN_RS12340,1
SEN_RS18405,1
SEN_RS20320,1
SEN_RS14635,1
SEN_RS16335,1
SEN_RS10510,1
SEN_RS17620,1
SEN_RS08630,1
SEN_RS13715,1
SEN_RS01080,1
SEN_RS20855,1
SEN_RS05245,1
SEN_RS06160,1
SEN_RS11490,1
SEN_RS21620,1
SEN_RS17105,1
SEN_RS00135,1
SEN_RS19040,1
SEN_RS05005,1
SEN_RS19295,1
SEN_RS22410,1
SEN_RS09595,1
SEN_RS08025,1
SEN_RS04275,1
SEN_RS02060,1
SEN_RS04490,1
SEN_RS10515,1
SEN_RS08635,1
SEN_RS17360,1
SEN_RS13720,1
SEN_RS05475,1
SEN_RS02575,1
SEN_RS11495,1
SEN_RS21850,1
SEN_RS16500,1
SEN_RS21365,1
SEN_RS03920,1
SEN_RS24160,1
SEN_RS00570,1
SEN_RS24595,1
SEN_RS04685,1
SEN_RS24390,1
SEN_RS06445,1
SEN_RS20150,1
SEN_RS18065,1
SEN_RS12985,1
SEN_RS14640,1
SEN_RS21765,1
SEN_RS10520,1
SEN_RS07030,1
SEN_RS08640,1
SEN_RS13725,1
SEN_RS08270,1
SEN_RS01085,1
SEN_RS19980,1
SEN_RS07295,1
SEN_RS11500,1
SEN_RS06765,1
SEN_RS09270,1
SEN_RS00595,1
SEN_RS09600,1
SEN_RS15700,1
SEN_RS15030,1
SEN_RS25010,1
SEN_RS16810,1
SEN_RS14645,1
SEN_RS08645,1
SEN_RS13730,1
SEN_RS16100,1
SEN_RS02580,1
SEN_RS04755,1
SEN_RS11505,1
SEN_RS16910,1
SEN_RS22245,1
SEN_RS06845,1
SEN_RS03925,1
SEN_RS19410,1
SEN_RS18830,1
SEN_RS00575,1
SEN_RS03430,1
SEN_RS12350,1
SEN_RS14650,1
SEN_RS19765,1
SEN_RS10525,1
SEN_RS17625,1
SEN_RS08650,1
SEN_RS16340,1
SEN_RS00275,1
SEN_RS01090,1
SEN_RS11510,1
SEN_RS06305,1
SEN_RS03310,1
SEN_RS20430,1
SEN_RS05250,1
SEN_RS00335,1
SEN_RS19045,1
SEN_RS05010,1
SEN_RS19300,1
SEN_RS09605,1
SEN_RS18520,1
SEN_RS04280,1
SEN_RS02065,1
SEN_RS07930,1
SEN_RS05780,1
SEN_RS19485,1
SEN_RS08655,1
SEN_RS13735,1
SEN_RS02585,1
SEN_RS22585,1
SEN_RS11515,1
SEN_RS06610,1
SEN_RS03930,1
SEN_RS00580,1
SEN_RS03435,1
SEN_RS12355,1
SEN_RS17210,1
SEN_RS02980,1
SEN_RS14655,1
SEN_RS07545,1
SEN_RS10530,1
SEN_RS05650,1
SEN_RS08660,1
SEN_RS07035,1
SEN_RS07490,1
SEN_RS01095,1
SEN_RS07300,1
SEN_RS11525,1
SEN_RS15875,1
SEN_RS17465,1
SEN_RS00590,1
SEN_RS08165,1
SEN_RS09610,1
SEN_RS12360,1
SEN_RS15035,1
SEN_RS04760,1
SEN_RS20580,1
SEN_RS10535,1
SEN_RS22325,1
SEN_RS08665,1
SEN_RS13740,1
SEN_RS16105,1
SEN_RS07735,1
SEN_RS02590,1
SEN_RS11530,1
SEN_RS21080,1
SEN_RS03935,1
SEN_RS18180,1
SEN_RS01585,1
SEN_RS18835,1
SEN_RS00585,1
SEN_RS03440,1
SEN_RS18410,1
SEN_RS20325,1
SEN_RS01570,1
SEN_RS10540,1
SEN_RS16345,1
SEN_RS08670,1
SEN_RS17630,1
SEN_RS01100,1
SEN_RS20860,1
SEN_RS11535,1
SEN_RS17110,1
SEN_RS05255,1
SEN_RS00140,1
SEN_RS19050,1
SEN_RS12365,1
SEN_RS19305,1
SEN_RS09615,1
SEN_RS08030,1
SEN_RS04285,1
SEN_RS02070,1
SEN_RS18470,1
SEN_RS04495,1
SEN_RS10545,1
SEN_RS19490,1
SEN_RS08675,1
SEN_RS13745,1
SEN_RS05480,1
SEN_RS00055,1
SEN_RS02595,1
SEN_RS11540,1
SEN_RS17365,1
SEN_RS21855,1
SEN_RS03940,1
SEN_RS21370,1
SEN_RS03445,1
SEN_RS15415,1
SEN_RS24700,1
SEN_RS06450,1
SEN_RS12990,1
SEN_RS14660,1
SEN_RS18070,1
SEN_RS10550,1
SEN_RS20155,1
SEN_RS08680,1
SEN_RS07040,1
SEN_RS01105,1
SEN_RS19985,1
SEN_RS07305,1
SEN_RS11545,1
SEN_RS08275,1
SEN_RS03945,1
SEN_RS22855,1
SEN_RS06770,1
SEN_RS18580,1
SEN_RS24705,1
SEN_RS09620,1
SEN_RS15705,1
SEN_RS15040,1
SEN_RS04765,1
SEN_RS05895,1
SEN_RS20585,1
SEN_RS10555,1
SEN_RS08685,1
SEN_RS13750,1
SEN_RS16110,1
SEN_RS18275,1
SEN_RS11550,1
SEN_RS07635,1
SEN_RS03950,1
SEN_RS06850,1
SEN_RS18840,1
SEN_RS03450,1
SEN_RS09625,1
SEN_RS12370,1
SEN_RS02075,1
SEN_RS14665,1
SEN_RS10560,1
SEN_RS19770,1
SEN_RS08690,1
SEN_RS17635,1
SEN_RS01110,1
SEN_RS17850,1
SEN_RS16995,1
SEN_RS06310,1
SEN_RS03955,1
SEN_RS24555,1
SEN_RS19055,1
SEN_RS05015,1
SEN_RS09630,1
SEN_RS12375,1
SEN_RS04290,1
SEN_RS15485,1
SEN_RS02260,1
SEN_RS07935,1
SEN_RS14670,1
SEN_RS10565,1
SEN_RS19495,1
SEN_RS08695,1
SEN_RS13755,1
SEN_RS02605,1
SEN_RS22590,1
SEN_RS11555,1
SEN_RS06630,1
SEN_RS21220,1
SEN_RS03960,1
SEN_RS24070,1
SEN_RS00600,1
SEN_RS03455,1
SEN_RS09635,1
SEN_RS12380,1
SEN_RS02080,1
SEN_RS17215,1
SEN_RS14675,1
SEN_RS07550,1
SEN_RS10570,1
SEN_RS05655,1
SEN_RS08700,1
SEN_RS07045,1
SEN_RS18035,1
SEN_RS07310,1
SEN_RS15880,1
SEN_RS03965,1
SEN_RS12385,1
SEN_RS15050,1
SEN_RS04770,1
SEN_RS24435,1
SEN_RS16625,1
SEN_RS14680,1
SEN_RS20590,1
SEN_RS01300,1
SEN_RS13760,1
SEN_RS08705,1
SEN_RS07740,1
SEN_RS16115,1
SEN_RS01120,1
SEN_RS02610,1
SEN_RS11560,1
SEN_RS24270,1
SEN_RS18185,1
SEN_RS03970,1
SEN_RS17515,1
SEN_RS18845,1
SEN_RS00605,1
SEN_RS03460,1
SEN_RS09640,1
SEN_RS18415,1
SEN_RS20330,1
SEN_RS14685,1
SEN_RS16790,1
SEN_RS10575,1
SEN_RS16350,1
SEN_RS06475,1
SEN_RS17640,1
SEN_RS20865,1
SEN_RS06165,1
SEN_RS23075,1
SEN_RS21625,1
SEN_RS17115,1
SEN_RS22100,1
SEN_RS03975,1
SEN_RS00145,1
SEN_RS05020,1
SEN_RS19310,1
SEN_RS08035,1
SEN_RS12395,1
SEN_RS04295,1
SEN_RS16505,1
SEN_RS22415,1
SEN_RS04500,1
SEN_RS15730,1
SEN_RS14690,1
SEN_RS19500,1
SEN_RS08710,1
SEN_RS13765,1
SEN_RS05485,1
SEN_RS02615,1
SEN_RS19880,1
SEN_RS17370,1
SEN_RS21860,1
SEN_RS20660,1
SEN_RS05910,1
SEN_RS03985,1
SEN_RS03465,1
SEN_RS00610,1
SEN_RS21375,1
SEN_RS04690,1
SEN_RS09645,1
SEN_RS07655,1
SEN_RS02085,1
SEN_RS06455,1
SEN_RS22090,1
SEN_RS18075,1
SEN_RS14695,1
SEN_RS21770,1
SEN_RS10580,1
SEN_RS20160,1
SEN_RS07050,1
SEN_RS01125,1
SEN_RS19990,1
SEN_RS07315,1
SEN_RS03615,1
SEN_RS08280,1
SEN_RS03990,1
SEN_RS01595,1
SEN_RS15710,1
SEN_RS09650,1
SEN_RS12400,1
SEN_RS15055,1
SEN_RS04775,1
SEN_RS05900,1
SEN_RS22050,1
SEN_RS15235,1
SEN_RS05060,1
SEN_RS14700,1
SEN_RS13770,1
SEN_RS10585,1
SEN_RS20595,1
SEN_RS08715,1
SEN_RS16815,1
SEN_RS16120,1
SEN_RS01265,1
SEN_RS02620,1
SEN_RS24965,1
SEN_RS16915,1
SEN_RS22250,1
SEN_RS03470,1
SEN_RS03995,1
SEN_RS06855,1
SEN_RS19545,1
SEN_RS18850,1
SEN_RS09655,1
SEN_RS22465,1
SEN_RS19415,1
SEN_RS16355,1
SEN_RS21680,1
SEN_RS20335,1
SEN_RS10590,1
SEN_RS17645,1
SEN_RS21240,1
SEN_RS19775,1
SEN_RS00280,1
SEN_RS01130,1
SEN_RS17855,1
SEN_RS17240,1
SEN_RS06315,1
SEN_RS14705,1
SEN_RS25015,1
SEN_RS00615,1
SEN_RS07940,1
SEN_RS18525,1
SEN_RS09660,1
SEN_RS12410,1
SEN_RS05025,1
SEN_RS15490,1
SEN_RS05785,1
SEN_RS13775,1
SEN_RS10595,1
SEN_RS08720,1
SEN_RS19505,1
SEN_RS02625,1
SEN_RS15735,1
SEN_RS22595,1
SEN_RS11570,1
SEN_RS06635,1
SEN_RS03475,1
SEN_RS08185,1
SEN_RS04000,1
SEN_RS21970,1
SEN_RS17220,1
SEN_RS16650,1
SEN_RS09665,1
SEN_RS24710,1
SEN_RS22140,1
SEN_RS05660,1
SEN_RS02090,1
SEN_RS21500,1
SEN_RS13780,1
SEN_RS02985,1
SEN_RS07555,1
SEN_RS10600,1
SEN_RS07055,1
SEN_RS07495,1
SEN_RS01135,1
SEN_RS07320,1
SEN_RS16800,1
SEN_RS15885,1
SEN_RS17470,1
SEN_RS14710,1
SEN_RS01600,1
SEN_RS14740,1
SEN_RS00620,1
SEN_RS09670,1
SEN_RS08175,1
SEN_RS12415,1
SEN_RS15060,1
SEN_RS04780,1
SEN_RS20375,1
SEN_RS13785,1
SEN_RS15240,1
SEN_RS16630,1
SEN_RS10605,1
SEN_RS20600,1
SEN_RS08725,1
SEN_RS24990,1
SEN_RS16125,1
SEN_RS22330,1
SEN_RS07745,1
SEN_RS02860,1
SEN_RS24375,1
SEN_RS03480,1
SEN_RS21085,1
SEN_RS04005,1
SEN_RS18855,1
SEN_RS12420,1
SEN_RS19550,1
SEN_RS09675,1
SEN_RS22470,1
SEN_RS16360,1
SEN_RS13790,1
SEN_RS17650,1
SEN_RS10610,1
SEN_RS20340,1
SEN_RS08730,1
SEN_RS01140,1
SEN_RS20870,1
SEN_RS06170,1
SEN_RS22780,1
SEN_RS00150,1
SEN_RS06480,1
SEN_RS17120,1
SEN_RS14715,1
SEN_RS05260,1
SEN_RS01605,1
SEN_RS19070,1
SEN_RS18475,1
SEN_RS04300,1
SEN_RS09680,1
SEN_RS12425,1
SEN_RS05030,1
SEN_RS08040,1
SEN_RS13800,1
SEN_RS04505,1
SEN_RS21720,1
SEN_RS10615,1
SEN_RS08735,1
SEN_RS19510,1
SEN_RS05490,1
SEN_RS01235,1
SEN_RS02635,1
SEN_RS21870,1
SEN_RS19885,1
SEN_RS17375,1
SEN_RS03485,1
SEN_RS04010,1
SEN_RS23940,1
SEN_RS06460,1
SEN_RS21380,1
SEN_RS09690,1
SEN_RS12430,1
SEN_RS05915,1
SEN_RS02095,1
SEN_RS13805,1
SEN_RS12995,1
SEN_RS07060,1
SEN_RS10620,1
SEN_RS08740,1
SEN_RS20165,1
SEN_RS18080,1
SEN_RS01145,1
SEN_RS19995,1
SEN_RS03620,1
SEN_RS07325,1
SEN_RS22195,1
SEN_RS08285,1
SEN_RS14720,1
SEN_RS06775,1
SEN_RS01610,1
SEN_RS00625,1
SEN_RS15065,1
SEN_RS09695,1
SEN_RS12435,1
SEN_RS15715,1
SEN_RS13810,1
SEN_RS15245,1
SEN_RS05905,1
SEN_RS10625,1
SEN_RS04785,1
SEN_RS08745,1
SEN_RS20605,1
SEN_RS16130,1
SEN_RS21565,1
SEN_RS02640,1
SEN_RS11580,1
SEN_RS18280,1
SEN_RS03490,1
SEN_RS05065,1
SEN_RS07640,1
SEN_RS04015,1
SEN_RS06860,1
SEN_RS18860,1
SEN_RS12440,1
SEN_RS09700,1
SEN_RS22475,1
SEN_RS19555,1
SEN_RS16365,1
SEN_RS13815,1
SEN_RS07860,1
SEN_RS17655,1
SEN_RS20345,1
SEN_RS08750,1
SEN_RS00285,1
SEN_RS19780,1
SEN_RS01150,1
SEN_RS17860,1
SEN_RS17000,1
SEN_RS21245,1
SEN_RS01615,1
SEN_RS05265,1
SEN_RS14725,1
SEN_RS17245,1
SEN_RS09950,1
SEN_RS19075,1
SEN_RS07945,1
SEN_RS06320,1
SEN_RS09705,1
SEN_RS12445,1
SEN_RS05035,1
SEN_RS02100,1
SEN_RS19515,1
SEN_RS10630,1
SEN_RS15495,1
SEN_RS08755,1
SEN_RS22600,1
SEN_RS02645,1
SEN_RS05790,1
SEN_RS24865,1
SEN_RS21225,1
SEN_RS03495,1
SEN_RS15740,1
SEN_RS06640,1
SEN_RS04020,1
SEN_RS21975,1
SEN_RS17225,1
SEN_RS09710,1
SEN_RS12450,1
SEN_RS05665,1
SEN_RS13820,1
SEN_RS16655,1
SEN_RS07065,1
SEN_RS10635,1
SEN_RS01155,1
SEN_RS18200,1
SEN_RS07330,1
SEN_RS07560,1
SEN_RS14730,1
SEN_RS18680,1
SEN_RS01620,1
SEN_RS15895,1
SEN_RS00630,1
SEN_RS15070,1
SEN_RS09715,1
SEN_RS21540,1
SEN_RS02105,1
SEN_RS13825,1
SEN_RS15250,1
SEN_RS16635,1
SEN_RS04790,1
SEN_RS20380,1
SEN_RS10640,1
SEN_RS21645,1
SEN_RS08760,1
SEN_RS20610,1
SEN_RS16135,1
SEN_RS02650,1
SEN_RS11590,1
SEN_RS07750,1
SEN_RS06075,1
SEN_RS03500,1
SEN_RS17520,1
SEN_RS04025,1
SEN_RS18190,1
SEN_RS18865,1
SEN_RS12455,1
SEN_RS09720,1
SEN_RS22480,1
SEN_RS16370,1
SEN_RS19560,1
SEN_RS13830,1
SEN_RS18420,1
SEN_RS17660,1
SEN_RS10645,1
SEN_RS20350,1
SEN_RS21630,1
SEN_RS02685,1
SEN_RS01160,1
SEN_RS20875,1
SEN_RS06175,1
SEN_RS00155,1
SEN_RS14735,1
SEN_RS24165,1
SEN_RS19080,1
SEN_RS05270,1
SEN_RS04305,1
SEN_RS06485,1
SEN_RS09725,1
SEN_RS17125,1
SEN_RS05040,1
SEN_RS22105,1
SEN_RS02110,1
SEN_RS13835,1
SEN_RS19520,1
SEN_RS23970,1
SEN_RS08045,1
SEN_RS10650,1
SEN_RS08765,1
SEN_RS05495,1
SEN_RS19890,1
SEN_RS02655,1
SEN_RS21875,1
SEN_RS16510,1
SEN_RS11595,1
SEN_RS00010,1
SEN_RS03505,1
SEN_RS04030,1
SEN_RS12470,1
SEN_RS06465,1
SEN_RS17380,1
SEN_RS04695,1
SEN_RS09730,1
SEN_RS18595,1
SEN_RS20000,1
SEN_RS05925,1
SEN_RS13840,1
SEN_RS13000,1
SEN_RS21385,1
SEN_RS22095,1
SEN_RS07070,1
SEN_RS10655,1
SEN_RS01165,1
SEN_RS07335,1
SEN_RS03625,1
SEN_RS07660,1
SEN_RS24485,1
SEN_RS20170,1
SEN_RS14750,1
SEN_RS01630,1
SEN_RS06780,1
SEN_RS00635,1
SEN_RS24495,1
SEN_RS08290,1
SEN_RS09735,1
SEN_RS15720,1
SEN_RS24880,1
SEN_RS08770,1
SEN_RS10660,1
SEN_RS04795,1
SEN_RS22255,1
SEN_RS16140,1
SEN_RS02660,1
SEN_RS01200,1
SEN_RS11600,1
SEN_RS20615,1
SEN_RS16920,1
SEN_RS24850,1
SEN_RS07645,1
SEN_RS16820,1
SEN_RS22985,1
SEN_RS18285,1
SEN_RS05070,1
SEN_RS18870,1
SEN_RS12475,1
SEN_RS09740,1
SEN_RS22485,1
SEN_RS02115,1
SEN_RS16375,1
SEN_RS13845,1
SEN_RS19565,1
SEN_RS17665,1
SEN_RS16795,1
SEN_RS10665,1
SEN_RS20355,1
SEN_RS00290,1
SEN_RS02665,1
SEN_RS17865,1
SEN_RS11605,1
SEN_RS19785,1
SEN_RS20440,1
SEN_RS21250,1
SEN_RS14755,1
SEN_RS01635,1
SEN_RS22755,1
SEN_RS05045,1
SEN_RS17250,1
SEN_RS09745,1
SEN_RS12480,1
SEN_RS05275,1
SEN_RS19525,1
SEN_RS06325,1
SEN_RS13850,1
SEN_RS08775,1
SEN_RS10670,1
SEN_RS22605,1
SEN_RS05500,1
SEN_RS01170,1
SEN_RS15500,1
SEN_RS11610,1
SEN_RS00015,1
SEN_RS03515,1
SEN_RS21230,1
SEN_RS05795,1
SEN_RS15745,1
SEN_RS17230,1
SEN_RS06645,1
SEN_RS12505,1
SEN_RS09750,1
SEN_RS08190,1
SEN_RS20010,1
SEN_RS05670,1
SEN_RS22445,1
SEN_RS13855,1
SEN_RS16660,1
SEN_RS07075,1
SEN_RS10675,1
SEN_RS00640,1
SEN_RS07500,1
SEN_RS07340,1
SEN_RS11615,1
SEN_RS08780,1
SEN_RS15900,1
SEN_RS14760,1
SEN_RS17475,1
SEN_RS01640,1
SEN_RS15075,1
SEN_RS08180,1
SEN_RS09755,1
SEN_RS12510,1
SEN_RS13860,1
SEN_RS23795,1
SEN_RS16640,1
SEN_RS10680,1
SEN_RS20385,1
SEN_RS16145,1
SEN_RS14745,1
SEN_RS01175,1
SEN_RS02670,1
SEN_RS07755,1
SEN_RS11620,1
SEN_RS20620,1
SEN_RS06080,1
SEN_RS03520,1
SEN_RS04800,1
SEN_RS04035,1
SEN_RS05075,1
SEN_RS18875,1
SEN_RS12515,1
SEN_RS09760,1
SEN_RS22490,1
SEN_RS02120,1
SEN_RS16380,1
SEN_RS19570,1
SEN_RS17670,1
SEN_RS10685,1
SEN_RS20360,1
SEN_RS21090,1
SEN_RS00645,1
SEN_RS20880,1
SEN_RS06180,1
SEN_RS11625,1
SEN_RS00160,1
SEN_RS08785,1
SEN_RS14765,1
SEN_RS05280,1
SEN_RS01645,1
SEN_RS19085,1
SEN_RS18480,1
SEN_RS04310,1
SEN_RS06490,1
SEN_RS09765,1
SEN_RS12520,1
SEN_RS19530,1
SEN_RS17130,1
SEN_RS13865,1
SEN_RS04510,1
SEN_RS10690,1
SEN_RS19320,1
SEN_RS05505,1
SEN_RS01180,1
SEN_RS02675,1
SEN_RS21880,1
SEN_RS19895,1
SEN_RS11630,1
SEN_RS08050,1
SEN_RS03525,1
SEN_RS08790,1
SEN_RS16825,1
SEN_RS04040,1
SEN_RS12525,1
SEN_RS06470,1
SEN_RS15420,1
SEN_RS17385,1
SEN_RS00650,1
SEN_RS09770,1
SEN_RS18600,1
SEN_RS20015,1
SEN_RS02125,1
SEN_RS13005,1
SEN_RS13870,1
SEN_RS08795,1
SEN_RS21390,1
SEN_RS05930,1
SEN_RS07085,1
SEN_RS10695,1
SEN_RS03630,1
SEN_RS11635,1
SEN_RS15725,1
SEN_RS14770,1
SEN_RS06785,1
SEN_RS01650,1
SEN_RS18590,1
SEN_RS18090,1
SEN_RS08295,1
SEN_RS00655,1
SEN_RS09775,1
SEN_RS12530,1
SEN_RS20175,1
SEN_RS22785,1
SEN_RS13875,1
SEN_RS15260,1
SEN_RS24610,1
SEN_RS10700,1
SEN_RS16150,1
SEN_RS01185,1
SEN_RS02680,1
SEN_RS18290,1
SEN_RS11640,1
SEN_RS20625,1
SEN_RS21570,1
SEN_RS03530,1
SEN_RS04805,1
SEN_RS04045,1
SEN_RS07650,1
SEN_RS05080,1
SEN_RS12535,1
SEN_RS18880,1
SEN_RS20470,1
SEN_RS00660,1
SEN_RS09780,1
SEN_RS22495,1
SEN_RS16385,1
SEN_RS02130,1
SEN_RS19575,1
SEN_RS07865,1
SEN_RS13900,1
SEN_RS08800,1
SEN_RS17675,1
SEN_RS10705,1
SEN_RS20365,1
SEN_RS00295,1
SEN_RS17005,1
SEN_RS17870,1
SEN_RS11645,1
SEN_RS19790,1
SEN_RS24540,1
SEN_RS05285,1
SEN_RS14775,1
SEN_RS01655,1
SEN_RS10250,1
SEN_RS17255,1
SEN_RS07950,1
SEN_RS00665,1
SEN_RS09785,1
SEN_RS12540,1
SEN_RS05050,1
SEN_RS19535,1
SEN_RS06330,1
SEN_RS13905,1
SEN_RS10710,1
SEN_RS22610,1
SEN_RS22360,1
SEN_RS01190,1
SEN_RS11650,1
SEN_RS00025,1
SEN_RS03535,1
SEN_RS21235,1
SEN_RS15505,1
SEN_RS04050,1
SEN_RS21980,1
SEN_RS15750,1
SEN_RS17235,1
SEN_RS05800,1
SEN_RS06650,1
SEN_RS00670,1
SEN_RS09790,1
SEN_RS12545,1
SEN_RS02135,1
SEN_RS05675,1
SEN_RS13910,1
SEN_RS08805,1
SEN_RS16665,1
SEN_RS07090,1
SEN_RS10715,1
SEN_RS18040,1
SEN_RS18205,1
SEN_RS11655,1
SEN_RS14780,1
SEN_RS01660,1
SEN_RS09795,1
SEN_RS15080,1
SEN_RS22745,1
SEN_RS00375,1
SEN_RS12550,1
SEN_RS13915,1
SEN_RS15265,1
SEN_RS16645,1
SEN_RS10720,1
SEN_RS16155,1
SEN_RS20390,1
SEN_RS02335,1
SEN_RS21650,1
SEN_RS01195,1
SEN_RS02690,1
SEN_RS11660,1
SEN_RS06085,1
SEN_RS03540,1
SEN_RS18195,1
SEN_RS04810,1
SEN_RS04055,1
SEN_RS20630,1
SEN_RS05085,1
SEN_RS18885,1
SEN_RS12555,1
SEN_RS00675,1
SEN_RS09800,1
SEN_RS22500,1
SEN_RS02140,1
SEN_RS19580,1
